Timestamp, Iteration, Pressure, Depth, Ext Temp, Int Temp, Euler X, Euler Y, Euler Z, GYRO X, GYRO Y, GYRO Z, LINEAR X, LINEAR Y, LINEAR Z, ACCL X, ACCL Y, ACCL Z, GRAV X, GRAV Y, GRAV Z, Errors
2110778,3240,0.00,-10.04,20.00,INTERNAL TEMP,218.44,53.06,96.19,-0.02,0.05,0.02,-0.11,0.05,0.06,7.72,-5.80,-0.57,7.84,-5.85,-0.63,1
2111449,3241,0.00,-10.04,20.00,INTERNAL TEMP,220.56,54.13,96.94,-0.01,-0.04,-0.05,-0.08,0.09,-0.02,7.87,-5.60,-0.72,7.95,-5.69,-0.70,1
2112092,3242,0.00,-10.04,20.00,INTERNAL TEMP,220.94,54.19,96.19,-0.01,0.01,0.01,-0.05,0.03,-0.12,7.89,-5.67,-0.74,7.95,-5.70,-0.62,1
2112735,3243,0.00,-10.04,20.00,INTERNAL TEMP,220.63,53.63,96.25,0.02,0.01,0.01,-0.10,0.08,0.00,7.78,-5.68,-0.63,7.89,-5.77,-0.63,1
2113377,3244,0.00,-10.04,20.00,INTERNAL TEMP,221.94,53.56,95.44,-0.02,-0.02,-0.05,-0.04,0.01,-0.13,7.84,-5.77,-0.69,7.89,-5.79,-0.55,1
2114048,3245,0.00,-10.04,20.00,INTERNAL TEMP,220.25,53.94,96.50,-0.02,0.02,0.04,-0.10,0.11,0.05,7.82,-5.61,-0.60,7.92,-5.73,-0.65,1
2114689,3246,0.00,-10.04,20.00,INTERNAL TEMP,218.25,53.38,96.06,0.08,-0.00,0.04,-0.10,0.00,-0.14,7.77,-5.80,-0.76,7.87,-5.81,-0.61,1
2115330,3247,0.00,-10.04,20.00,INTERNAL TEMP,218.06,53.31,94.94,-0.08,0.08,0.03,-0.08,0.08,0.23,7.78,-5.74,-0.26,7.86,-5.83,-0.50,1
2116001,3248,0.00,-10.04,20.00,INTERNAL TEMP,220.19,53.88,95.56,0.00,-0.00,-0.02,-0.07,0.08,-0.04,7.85,-5.65,-0.60,7.92,-5.74,-0.56,1
2116643,3249,0.00,-10.04,20.00,INTERNAL TEMP,219.44,53.56,94.13,0.05,0.03,0.04,-0.07,0.07,0.07,7.81,-5.72,-0.34,7.89,-5.80,-0.41,1
2117289,3250,0.00,-10.04,20.00,INTERNAL TEMP,217.69,53.44,94.75,0.09,0.00,0.03,-0.09,0.08,-0.03,7.78,-5.72,-0.52,7.87,-5.81,-0.47,1
2117931,3251,0.00,-10.04,20.00,INTERNAL TEMP,215.75,53.19,94.94,-0.00,-0.02,-0.01,-0.06,0.07,-0.15,7.78,-5.78,-0.66,7.85,-5.85,-0.51,1
2118603,3252,0.00,-10.04,20.00,INTERNAL TEMP,215.88,53.25,96.25,-0.03,-0.03,-0.04,-0.10,0.09,-0.03,7.75,-5.73,-0.67,7.86,-5.82,-0.64,1
2119247,3253,0.00,-10.04,20.00,INTERNAL TEMP,216.81,53.56,95.56,0.01,0.02,-0.01,-0.09,0.07,-0.06,7.79,-5.70,-0.67,7.89,-5.79,-0.56,1
2119887,3254,0.00,-10.04,20.00,INTERNAL TEMP,215.31,52.63,95.44,0.02,-0.05,-0.00,-0.06,0.05,0.02,7.71,-5.89,-0.55,7.79,-5.91,-0.56,1
2120521,3255,0.00,-10.04,20.00,INTERNAL TEMP,213.13,53.69,95.63,0.07,-0.07,-0.05,-0.07,0.05,0.01,7.83,-5.71,-0.56,7.90,-5.77,-0.57,1
2121203,3256,0.00,-10.04,20.00,INTERNAL TEMP,210.94,53.88,94.44,0.04,0.02,-0.04,-0.05,0.10,-0.04,7.87,-5.65,-0.49,7.92,-5.75,-0.44,1
2121844,3257,0.00,-10.04,20.00,INTERNAL TEMP,211.19,52.69,96.19,-0.06,0.09,0.01,-0.10,0.04,0.07,7.71,-5.88,-0.54,7.80,-5.90,-0.63,1
2122485,3258,0.00,-10.04,20.00,INTERNAL TEMP,214.69,53.13,95.25,-0.07,0.03,0.02,-0.07,0.13,0.08,7.76,-5.72,-0.43,7.84,-5.85,-0.54,1
2123119,3259,0.00,-10.04,20.00,INTERNAL TEMP,212.81,52.38,93.31,0.09,0.02,0.08,-0.03,0.05,-0.05,7.73,-5.92,-0.39,7.76,-5.97,-0.34,1
2123796,3260,0.00,-10.04,20.00,INTERNAL TEMP,213.38,51.69,93.25,-0.06,-0.02,-0.08,-0.13,0.01,0.06,7.56,-6.04,-0.27,7.70,-6.06,-0.34,1
2124436,3261,0.00,-10.04,20.00,INTERNAL TEMP,215.63,53.44,95.56,0.03,0.04,0.04,-0.04,0.09,0.03,7.82,-5.72,-0.53,7.87,-5.81,-0.56,1
2125070,3262,0.00,-10.04,20.00,INTERNAL TEMP,211.25,51.44,95.69,0.06,-0.13,0.08,-0.08,0.09,0.04,7.58,-5.98,-0.56,7.67,-6.07,-0.60,1
2125716,3263,0.00,-10.04,20.00,INTERNAL TEMP,209.94,50.31,96.13,-0.07,0.01,-0.04,-0.12,0.05,0.03,7.43,-6.15,-0.63,7.55,-6.21,-0.67,1
2126361,3264,0.00,-10.04,20.00,INTERNAL TEMP,212.00,51.56,96.44,-0.02,-0.02,0.01,-0.04,0.07,0.08,7.63,-5.97,-0.60,7.68,-6.05,-0.68,1
2127001,3265,0.00,-10.04,20.00,INTERNAL TEMP,210.44,50.25,94.56,-0.00,0.05,0.03,-0.16,0.07,0.18,7.37,-6.16,-0.31,7.54,-6.24,-0.49,1
2127633,3266,0.00,-10.04,20.00,INTERNAL TEMP,213.06,51.44,92.69,-0.00,0.00,-0.03,-0.09,0.05,0.01,7.57,-6.03,-0.27,7.67,-6.09,-0.29,1
2128312,3267,0.00,-10.04,20.00,INTERNAL TEMP,217.00,52.38,94.75,-0.14,0.12,-0.04,0.02,-0.11,-0.09,7.79,-6.07,-0.59,7.77,-5.95,-0.49,1
2128953,3268,0.00,-10.04,20.00,INTERNAL TEMP,220.88,52.81,95.50,0.01,0.02,0.05,-0.05,0.10,0.11,7.72,-5.80,-0.45,7.81,-5.89,-0.56,1
2129596,3269,0.00,-10.04,20.00,INTERNAL TEMP,215.56,51.13,93.56,0.07,-0.06,-0.06,-0.05,0.16,0.07,7.58,-5.96,-0.31,7.64,-6.13,-0.38,1
2130231,3270,0.00,-10.04,20.00,INTERNAL TEMP,216.19,51.69,94.44,-0.08,0.13,-0.01,-0.01,0.15,0.06,7.68,-5.91,-0.40,7.69,-6.06,-0.47,1
2130909,3271,0.00,-10.04,20.00,INTERNAL TEMP,219.25,51.75,93.94,-0.07,0.04,0.11,-0.08,0.08,0.03,7.66,-6.03,-0.47,7.69,-6.06,-0.42,1
2131551,3272,0.00,-10.04,20.00,INTERNAL TEMP,222.38,51.25,95.56,-0.11,0.06,0.03,-0.09,0.10,-0.09,7.55,-6.00,-0.69,7.64,-6.11,-0.59,1
2132184,3273,0.00,-10.04,20.00,INTERNAL TEMP,225.63,50.31,93.94,-0.04,0.06,-0.01,-0.09,0.04,0.25,7.45,-6.19,-0.17,7.54,-6.24,-0.43,1
2132830,3274,0.00,-10.04,20.00,INTERNAL TEMP,226.19,51.44,92.25,0.00,0.02,-0.02,-0.08,0.06,-0.05,7.58,-6.03,-0.29,7.66,-6.10,-0.24,1
2133507,3275,0.00,-10.04,20.00,INTERNAL TEMP,224.06,48.19,92.00,-0.06,0.04,-0.23,-0.13,0.00,0.05,7.19,-6.50,-0.17,7.32,-6.51,-0.23,1
2134150,3276,0.00,-10.04,20.00,INTERNAL TEMP,238.31,53.44,93.13,-0.44,0.35,0.08,-0.96,-0.33,-2.14,6.90,-6.16,-2.46,7.87,-5.83,-0.32,1
2134786,3277,0.00,-10.04,20.00,INTERNAL TEMP,231.69,41.75,89.50,0.21,-0.11,-0.02,-0.18,0.10,-0.06,6.34,-7.20,0.00,6.53,-7.30,0.06,1
2135428,3278,0.00,-10.04,20.00,INTERNAL TEMP,239.88,57.69,92.81,0.04,-0.23,-0.03,0.41,-0.67,-0.19,8.70,-5.90,-0.45,8.29,-5.22,-0.25,1
2136105,3279,0.00,-10.04,20.00,INTERNAL TEMP,224.31,41.69,92.50,-0.01,-0.10,0.96,-0.57,-0.86,-0.54,5.87,-8.24,-0.87,6.45,-7.37,-0.33,1
2136738,3280,0.00,-10.04,20.00,INTERNAL TEMP,216.69,33.81,89.50,-0.13,0.29,-0.47,0.35,0.25,-0.31,5.84,-7.86,-0.24,5.49,-8.12,0.06,1
2137382,3281,0.00,-10.04,20.00,INTERNAL TEMP,247.19,57.88,92.00,-0.14,0.00,0.49,-0.43,0.51,-0.05,7.87,-4.69,-0.24,8.27,-5.25,-0.18,1
2138023,3282,0.00,-10.04,20.00,INTERNAL TEMP,231.50,45.31,92.63,-0.06,0.02,-0.10,0.04,0.41,-0.53,7.01,-6.47,-0.85,6.97,-6.88,-0.31,1
2138700,3283,0.00,-10.04,20.00,INTERNAL TEMP,235.81,46.19,94.88,-0.08,0.09,0.03,0.06,0.15,-0.32,7.14,-6.59,-0.91,7.08,-6.75,-0.58,1
2139334,3284,0.00,-10.04,20.00,INTERNAL TEMP,242.50,50.06,95.50,0.02,0.01,-0.10,-0.21,0.28,0.02,7.30,-5.97,-0.58,7.52,-6.26,-0.60,1
2139975,3285,0.00,-10.04,20.00,INTERNAL TEMP,239.38,46.63,94.88,0.00,0.08,-0.01,0.01,-0.20,-0.29,7.14,-6.91,-0.86,7.13,-6.70,-0.57,1
2140617,3286,0.00,-10.04,20.00,INTERNAL TEMP,247.69,53.13,95.63,0.00,0.00,0.01,-0.23,0.20,-0.05,7.61,-5.64,-0.63,7.84,-5.85,-0.57,1
2141285,3287,0.00,-10.04,20.00,INTERNAL TEMP,242.06,48.25,96.25,0.05,-0.10,0.14,0.01,-0.03,-0.07,7.22,-6.36,-0.74,7.31,-6.49,-0.71,1
2141929,3288,0.00,-10.04,20.00,INTERNAL TEMP,247.88,54.69,96.81,0.03,-0.06,-0.28,-0.06,0.11,-0.04,7.94,-5.49,-0.71,8.01,-5.60,-0.67,1
2142572,3289,0.00,-10.04,20.00,INTERNAL TEMP,246.44,54.75,97.13,-0.01,0.03,0.11,-0.09,0.05,-0.04,7.90,-5.56,-0.74,8.00,-5.62,-0.70,1
2143248,3290,0.00,-10.04,20.00,INTERNAL TEMP,244.31,52.44,96.19,-0.01,0.01,0.11,-0.05,0.07,0.03,7.71,-5.86,-0.61,7.76,-5.94,-0.64,1
2143884,3291,0.00,-10.04,20.00,INTERNAL TEMP,245.13,52.38,95.75,0.00,0.02,0.04,-0.08,0.03,-0.03,7.68,-5.91,-0.63,7.76,-5.95,-0.59,1
2144527,3292,0.00,-10.04,20.00,INTERNAL TEMP,243.56,51.38,95.75,0.12,-0.05,0.01,-0.08,0.19,-0.06,7.58,-5.88,-0.67,7.66,-6.08,-0.61,1
2145169,3293,0.00,-10.04,20.00,INTERNAL TEMP,238.19,50.38,95.56,0.03,-0.03,-0.07,-0.17,0.22,0.02,7.39,-5.99,-0.58,7.56,-6.21,-0.61,1
2145814,3294,0.00,-10.04,20.00,INTERNAL TEMP,238.06,50.56,95.25,-0.05,0.02,-0.02,-0.20,0.23,0.05,7.37,-5.96,-0.52,7.57,-6.19,-0.57,1
2146448,3295,0.00,-10.04,20.00,INTERNAL TEMP,240.94,51.19,95.06,0.02,0.06,0.01,-0.08,0.11,0.04,7.55,-6.00,-0.49,7.64,-6.11,-0.54,1
2147091,3296,0.00,-10.04,20.00,INTERNAL TEMP,234.63,47.25,94.69,0.09,-0.03,0.17,-0.02,-0.15,0.01,7.46,-7.35,-0.55,7.19,-6.64,-0.54,1
2147734,3297,0.00,-10.04,20.00,INTERNAL TEMP,236.19,49.19,92.31,0.00,0.06,-0.22,-0.09,0.22,-0.05,7.34,-6.15,-0.30,7.44,-6.37,-0.25,1
2148401,3298,0.00,-10.04,20.00,INTERNAL TEMP,238.56,51.31,91.75,0.04,0.02,0.20,-0.15,0.33,0.05,7.50,-5.78,-0.14,7.66,-6.11,-0.19,1
2149047,3299,0.00,-10.04,20.00,INTERNAL TEMP,235.50,50.00,92.13,0.00,-0.14,-0.12,-0.01,0.06,0.09,7.51,-6.21,-0.15,7.52,-6.28,-0.24,1
2149689,3300,0.00,-10.04,20.00,INTERNAL TEMP,236.50,50.75,91.63,0.00,0.06,0.04,-0.08,0.04,0.04,7.51,-6.15,-0.13,7.59,-6.19,-0.17,1
2150332,3301,0.00,-10.04,20.00,INTERNAL TEMP,236.19,49.63,92.13,-0.02,-0.01,-0.09,-0.06,0.10,0.08,7.41,-6.23,-0.15,7.48,-6.33,-0.24,1
2151003,3302,0.00,-10.04,20.00,INTERNAL TEMP,236.31,50.94,90.06,0.02,-0.04,0.08,-0.09,0.08,0.01,7.51,-6.10,0.00,7.61,-6.18,-0.01,1
2151645,3303,0.00,-10.04,20.00,INTERNAL TEMP,233.56,50.81,91.44,-0.00,-0.02,0.02,-0.19,-0.01,0.06,7.40,-6.20,-0.10,7.60,-6.19,-0.16,1
2152288,3304,0.00,-10.04,20.00,INTERNAL TEMP,237.88,50.75,92.19,-0.07,0.26,-0.13,-0.17,-0.01,0.02,7.43,-6.20,-0.19,7.60,-6.18,-0.22,1
2152929,3305,0.00,-10.04,20.00,INTERNAL TEMP,241.50,52.19,89.44,0.05,-0.21,0.04,-0.23,-0.63,0.11,7.52,-6.64,0.15,7.75,-6.00,0.03,1
2153601,3306,0.00,-10.04,20.00,INTERNAL TEMP,230.56,49.13,94.06,-0.04,0.03,-0.16,-0.11,0.05,0.21,7.32,-6.33,-0.24,7.43,-6.38,-0.45,1
2154244,3307,0.00,-10.04,20.00,INTERNAL TEMP,235.56,51.50,89.00,0.13,-0.01,-0.02,0.21,-0.18,-0.13,7.89,-6.27,-0.02,7.68,-6.09,0.11,1
2154885,3308,0.00,-10.04,20.00,INTERNAL TEMP,231.56,50.88,93.81,-0.01,-0.07,0.36,-0.15,0.20,0.13,7.43,-5.99,-0.28,7.58,-6.19,-0.42,1
2155515,3309,0.00,-10.04,20.00,INTERNAL TEMP,233.38,50.19,90.75,-0.12,0.09,-0.20,-0.16,-0.67,-0.15,7.37,-6.93,-0.24,7.54,-6.26,-0.08,1
2156198,3310,0.00,-10.04,20.00,INTERNAL TEMP,242.75,51.75,94.81,-0.28,0.18,-0.04,-0.18,-0.06,0.08,7.52,-6.10,-0.42,7.70,-6.03,-0.51,1
2156839,3311,0.00,-10.04,20.00,INTERNAL TEMP,259.38,53.00,93.06,-0.02,0.06,0.23,-0.93,0.61,0.06,6.88,-5.29,-0.24,7.82,-5.90,-0.31,1
2157480,3312,0.00,-10.04,20.00,INTERNAL TEMP,254.00,45.63,94.44,-0.02,-0.02,0.03,-0.20,0.05,-0.04,6.80,-6.78,-0.58,7.00,-6.83,-0.53,1
2158153,3313,0.00,-10.04,20.00,INTERNAL TEMP,251.88,44.81,96.44,-0.03,-0.07,-0.01,-0.11,0.07,-0.17,6.79,-6.83,-0.96,6.91,-6.91,-0.78,1
2158793,3314,0.00,-10.04,20.00,INTERNAL TEMP,253.81,46.81,97.69,0.02,0.04,-0.04,-0.14,0.06,0.00,7.00,-6.57,-0.90,7.15,-6.64,-0.89,1
2159435,3315,0.00,-10.04,20.00,INTERNAL TEMP,255.31,47.56,96.81,-0.02,0.02,0.02,-0.07,0.08,-0.10,7.16,-6.48,-0.89,7.23,-6.56,-0.79,1
2160067,3316,0.00,-10.04,20.00,INTERNAL TEMP,254.94,47.44,96.50,-0.02,-0.01,0.01,-0.14,0.04,-0.02,7.08,-6.53,-0.78,7.22,-6.58,-0.75,1
2160747,3317,0.00,-10.04,20.00,INTERNAL TEMP,255.44,47.94,95.88,-0.03,0.00,-0.00,-0.20,0.07,-0.02,7.08,-6.47,-0.67,7.28,-6.52,-0.68,1
2161388,3318,0.00,-10.04,20.00,INTERNAL TEMP,256.50,48.63,96.81,-0.01,0.03,0.02,-0.15,0.04,-0.08,7.25,-6.36,-0.87,7.36,-6.43,-0.77,1
2162031,3319,0.00,-10.04,20.00,INTERNAL TEMP,257.06,48.13,97.94,-0.02,0.02,0.01,-0.09,0.06,-0.01,7.21,-6.41,-0.92,7.30,-6.48,-0.90,1
2162667,3320,0.00,-10.04,20.00,INTERNAL TEMP,258.13,48.00,98.44,-0.04,-0.02,-0.00,-0.11,0.04,-0.10,7.18,-6.44,-1.07,7.29,-6.48,-0.96,1
2163345,3321,0.00,-10.04,20.00,INTERNAL TEMP,259.25,48.19,98.13,-0.02,-0.00,-0.01,-0.11,0.00,-0.15,7.19,-6.45,-1.07,7.31,-6.46,-0.92,1
2163987,3322,0.00,-10.04,20.00,INTERNAL TEMP,259.94,48.31,98.13,-0.03,0.03,-0.02,-0.14,0.08,-0.05,7.18,-6.36,-0.98,7.33,-6.44,-0.92,1
2164619,3323,0.00,-10.04,20.00,INTERNAL TEMP,260.50,47.94,97.06,-0.00,0.01,-0.01,-0.11,-0.02,-0.02,7.17,-6.53,-0.83,7.28,-6.51,-0.81,1
2165263,3324,0.00,-10.04,20.00,INTERNAL TEMP,260.00,48.69,96.56,0.03,-0.02,0.01,-0.18,0.06,-0.07,7.19,-6.35,-0.82,7.37,-6.42,-0.74,1
2165906,3325,0.00,-10.04,20.00,INTERNAL TEMP,258.44,48.31,97.56,0.03,-0.04,-0.07,-0.07,0.03,0.03,7.24,-6.43,-0.82,7.32,-6.46,-0.86,1
2166546,3326,0.00,-10.04,20.00,INTERNAL TEMP,257.06,48.31,98.00,-0.03,-0.08,-0.03,-0.10,0.03,0.16,7.22,-6.41,-0.74,7.32,-6.45,-0.91,1
2167180,3327,0.00,-10.04,20.00,INTERNAL TEMP,255.56,47.75,95.25,0.04,0.03,-0.02,-0.13,0.13,-0.09,7.12,-6.42,-0.70,7.26,-6.56,-0.60,1
2167825,3328,0.00,-10.04,20.00,INTERNAL TEMP,254.38,46.88,92.75,0.07,0.09,0.07,-0.06,0.05,-0.26,7.05,-6.65,-0.55,7.16,-6.69,-0.31,1
2168501,3329,0.00,-10.04,20.00,INTERNAL TEMP,256.13,49.94,92.06,0.06,0.05,0.15,0.19,0.10,0.00,7.69,-6.19,-0.23,7.50,-6.30,-0.23,1
2169144,3330,0.00,-10.04,20.00,INTERNAL TEMP,258.13,52.50,93.25,-0.02,0.00,-0.08,-0.07,0.09,-0.45,7.70,-5.86,-0.79,7.78,-5.95,-0.34,1
2169780,3331,0.00,-10.04,20.00,INTERNAL TEMP,260.56,56.00,91.81,0.03,0.06,0.38,0.21,-0.47,-0.02,7.77,-4.80,-0.24,8.11,-5.50,-0.16,1
2170457,3332,0.00,-10.04,20.00,INTERNAL TEMP,249.13,47.25,90.50,0.02,-0.06,0.16,0.06,0.40,0.17,7.26,-6.24,0.11,7.20,-6.65,-0.05,1
2171098,3333,0.00,-10.04,20.00,INTERNAL TEMP,254.31,52.88,93.63,-0.03,0.06,-0.33,-0.05,0.04,0.12,7.77,-5.86,-0.25,7.82,-5.90,-0.37,1
2171729,3334,0.00,-10.04,20.00,INTERNAL TEMP,258.44,55.44,93.88,0.00,-0.05,0.13,-0.28,0.00,0.13,7.78,-5.55,-0.24,8.07,-5.54,-0.37,1
2172372,3335,0.00,-10.04,20.00,INTERNAL TEMP,255.25,52.06,96.06,0.01,-0.02,0.03,-0.04,0.11,0.01,7.69,-5.87,-0.62,7.73,-5.98,-0.63,1
2173051,3336,0.00,-10.04,20.00,INTERNAL TEMP,253.81,51.19,95.44,0.01,-0.00,-0.03,-0.11,0.08,0.11,7.53,-6.02,-0.47,7.64,-6.10,-0.58,1
2173693,3337,0.00,-10.04,20.00,INTERNAL TEMP,253.88,51.88,95.50,0.04,0.01,0.00,-0.07,0.07,-0.06,7.64,-5.94,-0.64,7.71,-6.02,-0.58,1
2174327,3338,0.00,-10.04,20.00,INTERNAL TEMP,253.06,52.81,96.88,0.10,-0.04,-0.04,-0.06,0.12,0.07,7.74,-5.76,-0.63,7.81,-5.88,-0.71,1
2174968,3339,0.00,-10.04,20.00,INTERNAL TEMP,249.50,51.63,96.00,-0.01,-0.02,0.13,-0.05,0.06,0.03,7.63,-5.99,-0.60,7.68,-6.05,-0.64,1
2175646,3340,0.00,-10.04,20.00,INTERNAL TEMP,249.56,51.50,97.13,-0.04,-0.02,-0.09,0.07,-0.07,0.08,7.75,-6.13,-0.67,7.67,-6.05,-0.76,1
2176278,3341,0.00,-10.04,20.00,INTERNAL TEMP,248.94,51.69,97.63,-0.01,-0.08,0.00,-0.02,0.08,0.09,7.67,-5.95,-0.70,7.69,-6.02,-0.81,1
2176922,3342,0.00,-10.04,20.00,INTERNAL TEMP,246.69,51.25,98.25,0.06,-0.00,-0.02,-0.18,0.14,0.02,7.46,-5.92,-0.85,7.65,-6.07,-0.88,1
2177564,3343,0.00,-10.04,20.00,INTERNAL TEMP,245.63,50.81,97.88,0.03,0.02,-0.03,-0.02,0.06,-0.01,7.57,-6.07,-0.86,7.60,-6.13,-0.84,1
2178241,3344,0.00,-10.04,20.00,INTERNAL TEMP,246.00,51.56,97.13,0.02,-0.05,-0.00,-0.03,0.10,0.06,7.64,-5.93,-0.68,7.68,-6.04,-0.75,1
2178876,3345,0.00,-10.04,20.00,INTERNAL TEMP,246.75,52.38,96.44,-0.01,0.01,0.01,-0.06,0.09,0.03,7.69,-5.85,-0.63,7.76,-5.94,-0.67,1
2179519,3346,0.00,-10.04,20.00,INTERNAL TEMP,247.44,52.63,96.63,-0.03,0.03,-0.00,-0.06,0.09,0.07,7.72,-5.81,-0.61,7.79,-5.91,-0.69,1
2180161,3347,0.00,-10.04,20.00,INTERNAL TEMP,248.75,52.19,97.38,-0.09,0.04,0.03,-0.08,0.14,0.12,7.66,-5.80,-0.64,7.75,-5.95,-0.77,1
2180832,3348,0.00,-10.04,20.00,INTERNAL TEMP,250.56,51.94,97.50,-0.03,-0.02,0.02,-0.07,0.05,-0.01,7.64,-5.93,-0.81,7.72,-5.99,-0.79,1
2181477,3349,0.00,-10.04,20.00,INTERNAL TEMP,250.00,51.94,98.06,0.02,0.01,-0.02,-0.05,0.17,0.00,7.67,-5.80,-0.85,7.72,-5.98,-0.84,1
2182120,3350,0.00,-10.04,20.00,INTERNAL TEMP,249.63,52.06,98.63,0.00,0.05,0.02,-0.06,0.07,0.20,7.67,-5.88,-0.70,7.73,-5.96,-0.90,1
2182763,3351,0.00,-10.04,20.00,INTERNAL TEMP,249.81,52.25,97.50,0.01,-0.01,0.01,-0.07,0.10,0.03,7.69,-5.83,-0.76,7.75,-5.94,-0.78,1
2183435,3352,0.00,-10.04,20.00,INTERNAL TEMP,249.44,52.06,98.13,0.03,0.02,0.02,-0.12,0.11,0.00,7.60,-5.87,-0.82,7.73,-5.96,-0.85,1
2184079,3353,0.00,-10.04,20.00,INTERNAL TEMP,249.44,52.13,99.50,0.02,-0.01,0.02,-0.01,0.05,-0.05,7.72,-5.85,-1.07,7.74,-5.93,-0.99,1
2184721,3354,0.00,-10.04,20.00,INTERNAL TEMP,248.38,51.88,101.00,-0.01,-0.09,0.00,-0.08,0.11,-0.01,7.62,-5.82,-1.17,7.71,-5.94,-1.16,1
2185366,3355,0.00,-10.04,20.00,INTERNAL TEMP,246.56,50.81,101.88,-0.00,-0.04,0.00,-0.06,0.09,0.00,7.54,-5.95,-1.28,7.60,-6.05,-1.27,1
2186000,3356,0.00,-10.04,20.00,INTERNAL TEMP,245.81,51.00,101.81,-0.02,-0.02,0.02,-0.06,0.10,0.06,7.55,-5.93,-1.19,7.62,-6.03,-1.26,1
2186644,3357,0.00,-10.04,20.00,INTERNAL TEMP,246.06,50.94,102.94,0.04,0.05,0.01,-0.06,0.09,0.04,7.56,-5.93,-1.33,7.62,-6.01,-1.37,1
2187287,3358,0.00,-10.04,20.00,INTERNAL TEMP,246.88,51.38,102.38,-0.07,-0.06,-0.01,0.00,-0.02,-0.02,7.67,-5.97,-1.33,7.66,-5.97,-1.32,1
2187954,3359,0.00,-10.04,20.00,INTERNAL TEMP,246.81,51.50,100.50,0.03,0.02,-0.03,-0.08,0.09,-0.02,7.59,-5.90,-1.14,7.67,-5.99,-1.11,1
2188600,3360,0.00,-10.04,20.00,INTERNAL TEMP,246.81,51.38,102.81,0.06,0.04,0.02,-0.08,0.01,0.02,7.58,-5.95,-1.33,7.66,-5.96,-1.35,1
2189243,3361,0.00,-10.04,20.00,INTERNAL TEMP,246.19,51.19,103.06,-0.02,-0.05,0.00,-0.04,0.05,0.04,7.59,-5.91,-1.34,7.64,-5.97,-1.39,1
2189885,3362,0.00,-10.04,20.00,INTERNAL TEMP,245.50,51.19,102.88,0.00,-0.01,-0.01,-0.06,0.09,0.08,7.57,-5.89,-1.28,7.64,-5.98,-1.37,1
2190557,3363,0.00,-10.04,20.00,INTERNAL TEMP,245.19,50.88,102.88,-0.01,-0.00,-0.01,-0.07,0.03,0.03,7.54,-5.99,-1.34,7.61,-6.02,-1.37,1
2191200,3364,0.00,-10.04,20.00,INTERNAL TEMP,245.50,51.44,102.13,0.01,0.00,0.02,-0.08,0.07,0.02,7.58,-5.90,-1.26,7.66,-5.97,-1.28,1
2191842,3365,0.00,-10.04,20.00,INTERNAL TEMP,245.00,51.25,102.31,0.03,-0.00,-0.00,-0.03,0.11,-0.01,7.61,-5.87,-1.32,7.65,-5.99,-1.30,1
2192484,3366,0.00,-10.04,20.00,INTERNAL TEMP,244.13,51.13,102.38,0.04,-0.01,-0.00,-0.05,0.11,0.00,7.58,-5.89,-1.31,7.64,-6.00,-1.31,1
2193156,3367,0.00,-10.04,20.00,INTERNAL TEMP,242.88,51.00,102.94,0.00,-0.04,-0.02,-0.04,0.06,0.05,7.58,-5.94,-1.32,7.62,-6.01,-1.38,1
2193799,3368,0.00,-10.04,20.00,INTERNAL TEMP,241.63,50.94,102.69,0.03,-0.03,-0.02,-0.04,0.17,0.05,7.57,-5.85,-1.30,7.61,-6.02,-1.35,1
2194441,3369,0.00,-10.04,20.00,INTERNAL TEMP,240.44,50.81,102.69,0.01,-0.03,-0.01,-0.02,0.10,0.08,7.58,-5.93,-1.27,7.60,-6.04,-1.36,1
2195072,3370,0.00,-10.04,20.00,INTERNAL TEMP,239.38,50.94,102.13,0.02,-0.02,0.01,-0.03,0.11,0.06,7.57,-5.92,-1.23,7.61,-6.03,-1.29,1
2195753,3371,0.00,-10.04,20.00,INTERNAL TEMP,238.44,51.00,102.56,0.08,0.03,0.02,-0.02,0.15,0.05,7.59,-5.86,-1.28,7.62,-6.02,-1.34,1
2196397,3372,0.00,-10.04,20.00,INTERNAL TEMP,237.56,50.81,104.00,0.03,-0.02,-0.00,0.00,0.13,0.16,7.60,-5.87,-1.33,7.60,-6.01,-1.50,1
2197037,3373,0.00,-10.04,20.00,INTERNAL TEMP,236.75,51.06,102.94,-0.12,-0.15,0.02,0.09,0.11,0.13,7.73,-5.88,-1.24,7.63,-5.99,-1.38,1
2197708,3374,0.00,-10.04,20.00,INTERNAL TEMP,236.75,52.13,101.63,0.01,-0.01,-0.04,-0.03,0.19,0.02,7.70,-5.68,-1.18,7.74,-5.88,-1.21,1
2198349,3375,0.00,-10.04,20.00,INTERNAL TEMP,235.19,51.56,103.13,0.08,0.07,0.01,-0.05,0.10,0.07,7.62,-5.83,-1.31,7.68,-5.93,-1.38,1
2198991,3376,0.00,-10.04,20.00,INTERNAL TEMP,234.94,52.00,103.38,0.01,-0.01,0.01,0.01,0.08,0.14,7.74,-5.78,-1.25,7.73,-5.87,-1.39,1
2199625,3377,0.00,-10.04,20.00,INTERNAL TEMP,233.88,51.69,102.44,0.05,0.03,-0.01,-0.02,0.11,0.05,7.67,-5.80,-1.25,7.70,-5.92,-1.30,1
