Timestamp, Iteration, Pressure, Depth, Ext Temp, Int Temp, Euler X, Euler Y, Euler Z, GYRO X, GYRO Y, GYRO Z, LINEAR X, LINEAR Y, LINEAR Z, ACCL X, ACCL Y, ACCL Z, GRAV X, GRAV Y, GRAV Z, Errors
11226,0,0.00,-10.04,20.00,INTERNAL TEMP,77.25,-45.75,-95.25,0.00,0.00,-0.02,-0.04,0.00,0.07,-7.08,6.79,-0.55,-7.03,6.80,-0.63,1
11798,1,0.00,-10.04,20.00,INTERNAL TEMP,76.38,-44.88,-95.19,0.00,0.00,0.05,0.08,0.00,0.05,-6.83,6.92,-0.57,-6.91,6.92,-0.63,1
12371,2,0.00,-10.04,20.00,INTERNAL TEMP,76.75,-45.25,-95.19,-0.02,-0.02,-0.09,-0.27,-0.10,0.00,-7.24,6.76,-0.62,-6.97,6.86,-0.62,1
12947,3,0.00,-10.04,20.00,INTERNAL TEMP,73.75,-42.25,-94.88,-0.00,0.00,0.01,0.04,-0.02,0.02,-6.55,7.20,-0.59,-6.59,7.22,-0.62,1
13521,4,0.00,-10.04,20.00,INTERNAL TEMP,76.25,-44.69,-96.38,0.21,0.21,-0.21,-0.61,0.14,-1.04,-7.51,7.07,-1.82,-6.90,6.91,-0.80,1
14096,5,0.00,-10.04,20.00,INTERNAL TEMP,170.13,-22.69,-154.44,2.19,1.77,0.88,-0.58,0.77,2.68,-4.53,4.94,-5.40,-3.60,3.76,-8.30,1
14668,6,0.00,-10.04,20.00,INTERNAL TEMP,178.44,3.75,176.00,-0.01,-0.28,0.02,1.90,0.13,0.40,1.93,-0.34,-9.46,0.61,-0.67,-9.76,1
15246,7,0.00,-10.04,20.00,INTERNAL TEMP,222.88,1.13,171.56,0.17,-0.12,0.01,-0.42,0.72,-1.06,-0.23,-0.72,-10.76,0.18,-1.44,-9.69,1
15817,8,0.00,-10.04,20.00,INTERNAL TEMP,221.19,0.38,168.31,0.73,0.55,-0.21,-1.80,3.39,5.10,-1.73,1.41,-4.49,0.07,-1.97,-9.60,1
16391,9,0.00,-10.04,20.00,INTERNAL TEMP,250.00,6.88,153.00,0.70,0.77,1.25,-1.24,2.41,2.73,-0.06,-2.00,-5.94,1.17,-4.41,-8.67,1
16963,10,0.00,-10.04,20.00,INTERNAL TEMP,210.25,41.94,117.25,0.62,2.91,-0.97,2.05,-1.57,2.91,8.61,-8.04,-0.42,6.56,-6.47,-3.34,1
17541,11,0.00,-10.04,20.00,INTERNAL TEMP,249.13,47.19,95.13,-1.08,0.26,0.10,0.07,-0.66,1.95,6.65,-7.69,1.84,7.19,-6.62,-0.65,1
18115,12,0.00,-10.04,20.00,INTERNAL TEMP,287.69,57.44,120.63,-1.62,-1.59,-4.00,-0.93,-2.33,0.89,7.46,-6.48,-1.99,8.39,-4.15,-2.89,1
18688,13,0.00,-10.04,20.00,INTERNAL TEMP,343.94,39.81,-164.00,0.02,-0.79,-0.47,2.19,0.96,-1.26,8.41,3.06,-8.54,6.22,2.09,-7.28,1
19262,14,0.00,-10.04,20.00,INTERNAL TEMP,337.38,33.25,-172.25,-0.33,0.63,1.32,1.54,-2.12,-1.10,6.98,-1.06,-9.19,5.44,1.05,-8.09,1
19836,15,0.00,-10.04,20.00,INTERNAL TEMP,354.94,34.38,-160.25,0.30,-0.69,-0.82,1.23,1.60,0.66,6.77,4.33,-6.95,5.53,2.72,-7.61,1
20412,16,0.00,-10.04,20.00,INTERNAL TEMP,66.13,34.50,-131.31,-0.70,-0.05,0.60,2.45,0.41,-1.05,8.01,6.47,-6.39,5.58,6.07,-5.30,1
20983,17,0.00,-10.04,20.00,INTERNAL TEMP,95.25,23.38,-112.44,-0.86,0.64,-0.67,1.34,0.70,0.62,5.23,9.02,-2.81,3.89,8.31,-3.44,1
21558,18,0.00,-10.04,20.00,INTERNAL TEMP,93.25,23.25,-108.81,0.36,-0.05,-0.00,1.37,0.12,-0.82,5.01,8.56,-3.48,3.85,8.52,-2.93,1
22133,19,0.00,-10.04,20.00,INTERNAL TEMP,127.56,-7.94,-102.25,-0.25,0.55,0.10,2.27,-0.19,1.02,0.93,9.29,-1.02,-1.33,9.49,-2.05,1
22707,20,0.00,-10.04,20.00,INTERNAL TEMP,79.31,32.69,-111.94,0.87,0.16,1.52,-3.30,-0.39,1.26,2.11,7.14,-1.87,5.41,7.54,-3.14,1
23280,21,0.00,-10.04,20.00,INTERNAL TEMP,65.19,28.00,-129.75,1.32,-0.37,-1.43,0.20,0.32,-1.55,4.81,6.98,-7.08,4.61,6.65,-5.53,1
23853,22,0.00,-10.04,20.00,INTERNAL TEMP,262.13,0.31,-166.69,0.21,0.15,-0.01,0.75,0.52,0.05,0.81,2.77,-9.48,0.05,2.25,-9.54,1
24430,23,0.00,-10.04,20.00,INTERNAL TEMP,265.38,-1.06,-176.81,-0.13,-0.37,-0.27,0.42,0.46,0.53,0.06,1.01,-9.37,-0.23,0.54,-9.78,1
25003,24,0.00,-10.04,20.00,INTERNAL TEMP,248.75,1.50,176.69,0.05,0.15,-0.38,0.22,-0.04,-0.35,0.53,-0.58,-10.27,0.27,-0.56,-9.78,1
25575,25,0.00,-10.04,20.00,INTERNAL TEMP,245.44,0.81,178.38,0.17,0.07,-0.18,-0.02,0.05,-0.16,0.15,-0.25,-10.05,0.14,-0.28,-9.80,1
26149,26,0.00,-10.04,20.00,INTERNAL TEMP,248.56,-2.63,177.56,-0.54,-0.14,0.34,0.09,-0.38,-2.73,-0.37,-0.74,-12.52,-0.47,-0.36,-9.78,1
26851,27,0.00,-10.04,20.00,INTERNAL TEMP,288.44,0.00,-143.31,-1.01,0.05,0.76,0.35,-0.22,0.48,0.53,5.67,-7.35,0.05,5.93,-7.80,1
27492,28,0.00,-10.04,20.00,INTERNAL TEMP,83.00,14.06,-122.63,-0.06,0.12,0.22,-0.07,-0.29,-0.07,2.44,7.62,-5.33,2.41,8.00,-5.12,1
28134,29,0.00,-10.04,20.00,INTERNAL TEMP,275.31,-1.50,-142.06,2.37,0.09,-3.34,-0.04,-2.79,2.44,-0.30,3.22,-5.28,-0.46,5.82,-7.87,1
28761,30,0.00,-10.04,20.00,INTERNAL TEMP,237.69,2.94,178.56,0.26,0.28,-0.44,0.14,0.76,-0.07,0.67,0.50,-9.86,0.53,-0.26,-9.78,1
29404,31,0.00,-10.04,20.00,INTERNAL TEMP,234.94,3.13,172.25,-0.02,-0.00,0.11,-0.04,0.38,-0.87,0.49,-0.92,-10.57,0.53,-1.30,-9.70,1
30044,32,0.00,-10.04,20.00,INTERNAL TEMP,242.81,-1.19,172.81,-0.03,0.02,0.21,-0.15,0.30,-0.20,-0.33,-0.90,-9.96,-0.21,-1.21,-9.72,1
30682,33,0.00,-10.04,20.00,INTERNAL TEMP,253.06,-5.00,173.25,-0.28,-0.24,0.71,-0.04,0.12,0.15,-0.90,-1.02,-9.54,-0.86,-1.14,-9.70,1
31347,34,0.00,-10.04,20.00,INTERNAL TEMP,267.00,-0.88,174.56,-0.12,0.36,1.10,0.46,0.06,0.19,0.30,-0.86,-9.56,-0.13,-0.91,-9.76,1
31986,35,0.00,-10.04,20.00,INTERNAL TEMP,310.94,10.50,-161.13,-0.71,0.84,1.54,0.04,-0.08,-0.16,1.83,3.02,-9.29,1.79,3.11,-9.12,1
32627,36,0.00,-10.04,20.00,INTERNAL TEMP,325.81,27.50,-156.75,-0.49,0.29,0.34,0.10,0.50,-1.49,4.67,3.96,-9.45,4.56,3.45,-7.95,1
33256,37,0.00,-10.04,20.00,INTERNAL TEMP,36.31,50.81,-126.75,-0.31,0.63,-0.67,-0.23,0.03,-0.57,7.36,4.99,-4.28,7.59,5.02,-3.64,1
33932,38,0.00,-10.04,20.00,INTERNAL TEMP,70.19,30.38,-94.81,-0.47,-0.20,-2.67,-0.59,0.75,0.52,4.16,9.29,-0.16,4.75,8.54,-0.68,1
34573,39,0.00,-10.04,20.00,INTERNAL TEMP,75.69,22.31,-94.63,-0.03,0.23,-0.57,-0.13,0.09,-0.54,3.43,8.87,-1.20,3.69,9.05,-0.72,1
35213,40,0.00,-10.04,20.00,INTERNAL TEMP,141.69,-28.94,-81.31,-0.13,-0.54,-0.91,-0.41,0.15,0.91,-5.16,8.63,2.20,-4.82,8.43,1.31,1
35843,41,0.00,-10.04,20.00,INTERNAL TEMP,180.44,-77.06,-83.00,0.02,-0.16,-1.97,0.97,-0.63,0.15,-8.58,1.54,0.41,-9.55,2.17,0.26,1
36519,42,0.00,-10.04,20.00,INTERNAL TEMP,220.44,-68.69,90.31,-0.11,-0.39,1.23,2.04,1.03,0.01,-7.77,-2.61,0.04,-9.19,-3.40,0.00,1
37158,43,0.00,-10.04,20.00,INTERNAL TEMP,243.13,-26.13,139.44,-0.85,0.42,-1.75,-0.23,1.52,2.61,-4.56,-4.19,-4.07,-4.32,-5.72,-6.68,1
37786,44,0.00,-10.04,20.00,INTERNAL TEMP,87.00,15.13,162.88,-0.44,-0.44,0.31,-0.18,0.41,-0.73,2.33,-2.33,-9.80,2.51,-2.74,-9.07,1
38427,45,0.00,-10.04,20.00,INTERNAL TEMP,111.13,1.88,168.19,0.30,-0.46,1.18,-0.31,0.48,-1.45,0.05,-1.56,-11.19,0.25,-2.03,-9.58,1
39103,46,0.00,-10.04,20.00,INTERNAL TEMP,148.31,-0.50,156.19,0.38,1.08,-0.26,-0.24,-0.14,-0.05,-0.23,-4.14,-9.00,0.00,-3.99,-8.95,1
39744,47,0.00,-10.04,20.00,INTERNAL TEMP,142.69,-1.56,147.38,0.41,-1.06,1.03,-7.13,-2.60,-4.96,-6.29,-7.34,-13.06,-0.38,-5.30,-8.24,1
40374,48,0.00,-10.04,20.00,INTERNAL TEMP,291.19,-5.19,126.25,1.70,-0.26,0.18,-2.30,-0.42,-0.35,-3.18,-8.29,-6.13,-0.92,-7.95,-5.65,1
41014,49,0.00,-10.04,20.00,INTERNAL TEMP,286.06,-9.56,110.94,-0.58,0.26,-0.14,0.37,1.42,1.11,-1.25,-7.60,-2.34,-1.63,-9.03,-3.45,1
41691,50,0.00,-10.04,20.00,INTERNAL TEMP,292.75,-3.00,103.50,0.17,0.48,-0.20,0.18,0.30,1.67,-0.31,-8.87,-0.43,-0.49,-9.52,-2.28,1
42319,51,0.00,-10.04,20.00,INTERNAL TEMP,300.13,-1.56,113.19,-0.15,-0.04,0.35,-1.00,-0.82,-0.94,-1.27,-9.83,-4.80,-0.27,-9.01,-3.86,1
42960,52,0.00,-10.04,20.00,INTERNAL TEMP,298.50,-6.88,93.63,0.68,-0.28,0.07,-0.45,-1.06,0.89,-1.64,-10.78,0.34,-1.19,-9.71,-0.54,1
43602,53,0.00,-10.04,20.00,INTERNAL TEMP,297.69,-12.00,92.56,-0.64,0.12,0.20,0.15,-0.11,0.17,-1.90,-9.69,-0.32,-2.06,-9.57,-0.50,1
44276,54,0.00,-10.04,20.00,INTERNAL TEMP,298.06,-11.88,120.19,-0.93,0.04,-0.01,0.10,0.44,-0.75,-1.91,-7.84,-5.58,-2.02,-8.28,-4.83,1
44909,55,0.00,-10.04,20.00,INTERNAL TEMP,291.13,-10.06,133.50,0.19,-0.20,-0.31,0.06,0.90,0.20,-1.64,-6.10,-6.42,-1.71,-7.01,-6.63,1
45549,56,0.00,-10.04,20.00,INTERNAL TEMP,288.19,-4.13,116.00,0.13,-0.47,-0.28,0.18,0.49,-0.20,-0.52,-8.29,-4.48,-0.70,-8.79,-4.28,1
46187,57,0.00,-10.04,20.00,INTERNAL TEMP,280.13,-3.56,122.56,-0.02,-0.25,0.12,-0.81,0.76,-0.05,-1.43,-7.48,-5.33,-0.61,-8.24,-5.27,1
46852,58,0.00,-10.04,20.00,INTERNAL TEMP,268.13,-6.69,133.75,0.35,-0.73,-0.07,0.23,1.81,0.82,-0.90,-5.21,-5.90,-1.18,-7.06,-6.70,1
47491,59,0.00,-10.04,20.00,INTERNAL TEMP,224.56,-4.56,121.88,-0.29,-1.60,-0.28,-0.84,-0.34,1.75,-1.62,-8.64,-3.41,-0.78,-8.29,-5.16,1
48133,60,0.00,-10.04,20.00,INTERNAL TEMP,191.88,-6.38,98.56,0.07,-0.15,-0.16,-0.83,-0.13,-0.28,-1.92,-9.77,-1.73,-1.09,-9.63,-1.45,1
48774,61,0.00,-10.04,20.00,INTERNAL TEMP,184.25,-11.88,91.19,0.72,-0.16,0.63,-0.18,0.11,0.23,-2.27,-9.46,0.10,-2.08,-9.58,-0.13,1
49405,62,0.00,-10.04,20.00,INTERNAL TEMP,175.50,-17.69,86.38,-0.02,-0.09,0.05,-0.09,0.27,0.05,-3.08,-9.05,0.63,-2.98,-9.32,0.58,1
50046,63,0.00,-10.04,20.00,INTERNAL TEMP,171.31,-18.56,84.50,0.21,-0.09,0.20,0.15,0.29,0.10,-3.04,-9.04,0.99,-3.13,-9.24,0.90,1
50690,64,0.00,-10.04,20.00,INTERNAL TEMP,167.06,-20.63,83.13,0.02,0.06,0.03,-0.31,-0.04,0.12,-3.64,-9.21,1.26,-3.46,-9.11,1.09,1
51331,65,0.00,-10.04,20.00,INTERNAL TEMP,166.56,-18.63,85.63,-0.38,-0.21,-0.55,-0.11,0.46,0.08,-3.14,-8.73,0.67,-3.09,-9.28,0.68,1
51998,66,0.00,-10.04,20.00,INTERNAL TEMP,182.94,-4.38,89.19,0.09,0.09,-0.07,0.06,0.16,0.11,-0.68,-9.61,0.24,-0.75,-9.77,0.13,1
52639,67,0.00,-10.04,20.00,INTERNAL TEMP,173.81,-13.00,82.19,-0.07,-0.02,-0.04,-0.31,-0.44,0.00,-2.51,-9.91,1.28,-2.20,-9.46,1.29,1
53278,68,0.00,-10.04,20.00,INTERNAL TEMP,184.25,-10.25,89.81,-0.20,0.43,-0.06,0.08,0.56,0.15,-1.66,-9.07,0.17,-1.74,-9.65,0.00,1
53945,69,0.00,-10.04,20.00,INTERNAL TEMP,190.75,-10.00,92.31,0.02,-0.04,-0.03,-0.07,0.27,0.20,-1.78,-9.37,-0.18,-1.70,-9.64,-0.38,1
54584,70,0.00,-10.04,20.00,INTERNAL TEMP,191.81,-9.63,93.19,-0.13,0.00,-0.05,-0.09,0.35,0.22,-1.77,-9.24,-0.32,-1.64,-9.65,-0.54,1
55224,71,0.00,-10.04,20.00,INTERNAL TEMP,191.94,-9.19,93.50,-0.05,-0.09,0.01,-0.21,-0.16,-0.20,-1.79,-9.82,-0.79,-1.57,-9.66,-0.59,1
55863,72,0.00,-10.04,20.00,INTERNAL TEMP,190.31,-8.94,95.06,-0.01,0.06,0.06,-0.11,-0.06,0.16,-1.65,-9.71,-0.70,-1.53,-9.64,-0.86,1
56529,73,0.00,-10.04,20.00,INTERNAL TEMP,193.13,-6.50,98.31,0.02,0.03,0.01,-0.02,0.05,-0.27,-1.13,-9.58,-1.69,-1.11,-9.63,-1.41,1
57172,74,0.00,-10.04,20.00,INTERNAL TEMP,198.56,-2.56,102.13,-0.53,-0.09,-0.32,0.18,-0.08,-0.24,-0.26,-9.66,-2.31,-0.44,-9.57,-2.06,1
57812,75,0.00,-10.04,20.00,INTERNAL TEMP,204.00,3.94,121.63,-0.70,-0.12,-0.27,0.20,-0.15,-0.08,0.88,-8.48,-5.22,0.68,-8.32,-5.13,1
58451,76,0.00,-10.04,20.00,INTERNAL TEMP,210.88,6.56,126.63,0.55,0.31,0.04,-0.48,-0.06,0.00,0.66,-7.92,-5.69,1.14,-7.84,-5.76,1
59120,77,0.00,-10.04,20.00,INTERNAL TEMP,229.19,12.75,119.31,0.25,-0.14,-0.06,-0.36,0.09,0.13,1.80,-8.23,-4.54,2.17,-8.33,-4.68,1
59762,78,0.00,-10.04,20.00,INTERNAL TEMP,226.44,11.63,120.44,-0.10,-0.06,0.13,-0.77,-0.43,-0.49,1.19,-8.71,-5.37,1.97,-8.27,-4.87,1
60401,79,0.00,-10.04,20.00,INTERNAL TEMP,290.75,17.38,134.81,-0.09,0.21,-0.15,-0.63,-0.74,0.17,2.32,-7.37,-6.42,2.95,-6.62,-6.59,1
61129,80,0.00,-10.04,20.00,INTERNAL TEMP,324.00,39.44,136.19,-0.06,-0.05,-0.28,0.01,-0.21,-0.13,6.24,-5.44,-5.59,6.23,-5.23,-5.46,1
61872,81,0.00,-10.04,20.00,INTERNAL TEMP,356.13,67.19,137.69,0.05,0.39,0.44,-0.83,0.26,0.39,8.20,-2.29,-2.41,9.04,-2.55,-2.81,1
62511,82,0.00,-10.04,20.00,INTERNAL TEMP,359.13,65.44,131.31,0.26,-0.73,0.64,0.75,0.50,-0.24,9.68,-2.54,-2.93,8.92,-3.05,-2.68,1
63142,83,0.00,-10.04,20.00,INTERNAL TEMP,22.19,58.44,130.75,-1.31,0.40,0.57,-0.54,-0.67,0.21,7.80,-4.56,-3.15,8.35,-3.88,-3.36,1
63785,84,0.00,-10.04,20.00,INTERNAL TEMP,78.19,33.75,171.38,0.31,-0.60,-0.69,1.37,-1.12,-1.72,6.79,-2.34,-9.80,5.42,-1.22,-8.07,1
64459,85,0.00,-10.04,20.00,INTERNAL TEMP,57.69,51.88,-153.50,-0.06,1.93,-0.89,-1.22,0.03,-0.25,6.49,2.73,-5.67,7.71,2.69,-5.41,1
65099,86,0.00,-10.04,20.00,INTERNAL TEMP,336.19,50.25,171.56,1.86,0.62,-0.68,-0.87,-0.26,1.46,6.71,-1.24,-4.66,7.58,-0.97,-6.13,1
65728,87,0.00,-10.04,20.00,INTERNAL TEMP,293.44,80.81,159.31,0.32,0.18,-0.04,-0.54,-0.53,-0.32,9.13,-1.08,-1.78,9.68,-0.54,-1.45,1
66369,88,0.00,-10.04,20.00,INTERNAL TEMP,300.06,82.38,-87.38,0.40,1.10,-0.71,-0.69,-0.10,0.71,9.02,1.19,0.77,9.72,1.29,0.05,1
67044,89,0.00,-10.04,20.00,INTERNAL TEMP,301.56,79.25,-107.63,0.06,-0.19,0.14,-0.91,0.19,-0.26,8.72,1.93,-0.81,9.63,1.73,-0.57,1
67674,90,0.00,-10.04,20.00,INTERNAL TEMP,301.56,74.19,-157.81,-0.17,-0.97,0.38,0.72,-0.28,0.75,10.16,0.72,-1.71,9.43,1.00,-2.46,1
68317,91,0.00,-10.04,20.00,INTERNAL TEMP,307.06,54.31,-175.25,-0.09,-0.51,-0.01,-1.37,0.06,-0.07,6.56,0.53,-5.81,7.94,0.47,-5.73,1
68956,92,0.00,-10.04,20.00,INTERNAL TEMP,304.81,42.75,177.31,-0.14,-0.21,-0.05,-0.91,0.11,0.00,5.73,-0.20,-7.19,6.65,-0.32,-7.19,1
69597,93,0.00,-10.04,20.00,INTERNAL TEMP,299.88,42.88,-178.25,-0.15,0.35,-0.06,-0.70,-0.36,0.01,6.10,-0.25,-7.09,6.70,0.23,-7.15,1
70230,94,0.00,-10.04,20.00,INTERNAL TEMP,359.75,47.38,-158.25,-1.38,-0.00,0.16,0.19,0.00,1.02,7.41,2.44,-5.13,7.22,2.52,-6.13,1
70873,95,0.00,-10.04,20.00,INTERNAL TEMP,20.81,54.56,-145.88,0.15,-0.37,0.24,-1.12,-0.12,0.41,7.18,3.45,-4.32,7.97,3.17,-4.73,1
71513,96,0.00,-10.04,20.00,INTERNAL TEMP,21.31,52.69,-148.88,-0.50,0.26,0.17,-0.89,-0.06,-0.70,6.90,3.01,-5.79,7.81,3.07,-5.05,1
72189,97,0.00,-10.04,20.00,INTERNAL TEMP,345.88,41.38,-167.63,0.08,-0.18,-0.42,-0.77,-0.41,0.77,5.68,1.18,-6.42,6.46,1.59,-7.19,1
72820,98,0.00,-10.04,20.00,INTERNAL TEMP,347.13,42.69,-171.75,-0.21,0.02,0.09,-0.48,-0.16,0.11,6.16,0.86,-7.01,6.65,1.03,-7.13,1
73461,99,0.00,-10.04,20.00,INTERNAL TEMP,354.75,37.38,-169.94,0.02,-0.49,-0.67,0.61,-0.24,0.30,6.57,1.11,-7.36,5.91,1.39,-7.69,1
74099,100,0.00,-10.04,20.00,INTERNAL TEMP,3.75,29.81,-171.63,-0.06,0.19,0.26,-0.57,-0.33,0.22,4.30,0.89,-8.19,4.88,1.23,-8.41,1
74768,101,0.00,-10.04,20.00,INTERNAL TEMP,351.00,38.06,-163.81,-0.32,0.56,-0.09,-1.42,-0.92,0.12,4.63,1.22,-7.28,6.05,2.14,-7.41,1
75408,102,0.00,-10.04,20.00,INTERNAL TEMP,54.94,60.63,-125.19,-0.30,0.08,0.29,0.00,-0.15,0.51,8.55,3.77,-2.25,8.54,3.92,-2.77,1
76048,103,0.00,-10.04,20.00,INTERNAL TEMP,45.44,63.81,-129.56,0.07,0.07,-0.01,-0.44,-0.33,-0.14,8.35,2.98,-2.90,8.80,3.32,-2.75,1
76687,104,0.00,-10.04,20.00,INTERNAL TEMP,46.81,65.56,-130.38,-0.08,0.02,0.16,-0.18,-0.12,0.23,8.75,2.96,-2.39,8.93,3.07,-2.62,1
77353,105,0.00,-10.04,20.00,INTERNAL TEMP,40.56,68.63,-134.38,0.06,0.01,0.03,-0.26,-0.25,0.07,8.86,2.29,-2.42,9.13,2.54,-2.49,1
77997,106,0.00,-10.04,20.00,INTERNAL TEMP,49.88,71.06,-135.25,-0.45,0.00,0.05,-0.31,-1.79,0.07,8.96,0.43,-2.17,9.27,2.23,-2.24,1
78635,107,0.00,-10.04,20.00,INTERNAL TEMP,42.56,69.63,-133.13,0.84,0.12,-0.31,-0.18,-0.33,0.25,8.89,2.14,-2.08,9.18,2.49,-2.34,1
79272,108,0.00,-10.04,20.00,INTERNAL TEMP,24.44,68.69,-134.81,-0.04,-0.00,-0.09,-0.13,-0.14,-0.32,9.00,2.38,-2.83,9.13,2.52,-2.51,1
79938,109,0.00,-10.04,20.00,INTERNAL TEMP,41.63,62.75,-114.81,0.26,-0.23,0.17,0.21,0.21,0.91,8.93,4.28,-0.96,8.72,4.06,-1.88,1
80578,110,0.00,-10.04,20.00,INTERNAL TEMP,35.88,68.88,-140.31,-0.46,-0.50,-0.02,-0.99,0.94,-1.47,8.15,3.19,-4.18,9.14,2.25,-2.71,1
81218,111,0.00,-10.04,20.00,INTERNAL TEMP,39.88,74.44,-176.63,0.21,0.47,0.33,0.18,0.26,0.29,9.64,0.39,-2.27,9.46,0.12,-2.57,1
81849,112,0.00,-10.04,20.00,INTERNAL TEMP,28.69,81.69,165.63,0.10,-0.01,0.06,-0.43,-0.39,0.44,9.26,-0.74,-0.91,9.70,-0.36,-1.35,1
82527,113,0.00,-10.04,20.00,INTERNAL TEMP,22.88,77.69,166.94,0.46,-0.21,-0.12,-0.37,-0.13,-0.51,9.20,-0.60,-2.55,9.58,-0.47,-2.03,1
83166,114,0.00,-10.04,20.00,INTERNAL TEMP,36.13,74.63,-168.69,-0.72,0.01,-0.04,0.04,-0.22,0.14,9.50,0.30,-2.39,9.45,0.52,-2.53,1
83804,115,0.00,-10.04,20.00,INTERNAL TEMP,43.69,76.88,140.69,0.62,0.04,0.52,-1.58,-0.52,0.51,7.96,-1.92,-1.19,9.55,-1.40,-1.71,1
84471,116,0.00,-10.04,20.00,INTERNAL TEMP,30.75,81.88,169.81,-0.77,0.30,-0.60,0.39,-0.09,-0.63,10.11,-0.24,-2.04,9.71,-0.17,-1.32,1
85112,117,0.00,-10.04,20.00,INTERNAL TEMP,82.69,72.13,-97.25,0.30,-0.01,0.67,-0.12,-0.26,1.53,9.39,2.88,1.06,9.35,2.91,-0.39,1
85750,118,0.00,-10.04,20.00,INTERNAL TEMP,33.88,81.06,-128.94,1.09,0.09,0.14,0.04,-0.39,0.72,9.73,0.78,-0.23,9.68,1.18,-0.95,1
86381,119,0.00,-10.04,20.00,INTERNAL TEMP,36.56,75.69,-119.31,-0.27,-0.07,-0.08,-0.17,-0.23,0.73,9.33,1.88,-0.43,9.50,2.11,-1.17,1
87057,120,0.00,-10.04,20.00,INTERNAL TEMP,31.56,78.38,-111.44,0.36,0.09,0.06,-0.33,0.01,-0.10,9.27,1.84,-0.82,9.60,1.83,-0.72,1
87697,121,0.00,-10.04,20.00,INTERNAL TEMP,28.44,78.81,-115.94,-0.25,-0.01,-0.04,-0.32,-0.04,0.14,9.29,1.67,-0.68,9.62,1.71,-0.82,1
88336,122,0.00,-10.04,20.00,INTERNAL TEMP,40.00,79.25,-110.88,-0.16,-0.01,0.00,-0.15,0.02,0.28,9.50,1.70,-0.36,9.63,1.70,-0.64,1
88966,123,0.00,-10.04,20.00,INTERNAL TEMP,67.88,48.13,-94.38,-0.11,0.33,-2.54,0.11,0.22,-0.47,7.42,6.74,-0.98,7.30,6.52,-0.50,1
89612,124,0.00,-10.04,20.00,INTERNAL TEMP,83.56,37.94,-96.69,-0.48,-0.22,0.09,-0.05,0.33,-2.51,6.01,7.95,-3.35,6.03,7.67,-0.87,1
90253,125,0.00,-10.04,20.00,INTERNAL TEMP,84.88,39.69,-96.06,0.02,-0.00,0.90,0.22,-0.34,-0.95,6.66,7.02,-1.80,6.33,7.44,-0.80,1
90893,126,0.00,-10.04,20.00,INTERNAL TEMP,34.81,72.25,-145.13,0.36,0.17,-0.36,0.45,-0.25,0.39,9.79,1.44,-2.05,9.34,1.70,-2.44,1
91523,127,0.00,-10.04,20.00,INTERNAL TEMP,34.50,70.50,-135.13,-0.14,-0.06,-0.01,-0.25,0.08,-0.01,8.98,2.38,-2.33,9.24,2.30,-2.31,1
92200,128,0.00,-10.04,20.00,INTERNAL TEMP,35.94,71.25,-136.50,-0.07,0.03,0.06,-0.14,0.07,0.10,9.18,2.20,-2.20,9.28,2.16,-2.28,1
92838,129,0.00,-10.04,20.00,INTERNAL TEMP,36.69,72.38,-134.81,0.06,-0.00,0.05,-0.12,-0.01,0.17,9.21,2.08,-1.91,9.34,2.10,-2.08,1
93469,130,0.00,-10.04,20.00,INTERNAL TEMP,33.56,73.50,-135.50,0.02,0.03,0.03,-0.22,-0.07,0.00,9.17,1.87,-1.97,9.40,1.94,-1.98,1
94111,131,0.00,-10.04,20.00,INTERNAL TEMP,32.88,73.31,-135.94,-0.01,0.02,-0.03,-0.27,-0.13,0.15,9.11,1.82,-1.87,9.39,1.95,-2.02,1
94786,132,0.00,-10.04,20.00,INTERNAL TEMP,30.75,73.56,-138.81,0.01,-0.03,-0.00,-0.20,-0.01,0.09,9.19,1.80,-1.99,9.40,1.82,-2.08,1
95426,133,0.00,-10.04,20.00,INTERNAL TEMP,28.94,74.25,-139.69,0.10,-0.02,0.02,-0.08,-0.13,0.13,9.35,1.58,-1.89,9.43,1.71,-2.03,1
96056,134,0.00,-10.04,20.00,INTERNAL TEMP,28.94,74.31,-140.81,-0.07,0.02,0.03,-0.20,-0.04,0.11,9.23,1.62,-1.93,9.44,1.66,-2.05,1
96697,135,0.00,-10.04,20.00,INTERNAL TEMP,28.88,74.69,-141.94,0.02,0.01,0.05,-0.20,-0.13,0.10,9.25,1.45,-1.93,9.45,1.59,-2.04,1
97372,136,0.00,-10.04,20.00,INTERNAL TEMP,34.38,76.19,-137.63,-0.04,0.03,-0.01,-0.19,-0.12,0.33,9.35,1.43,-1.44,9.52,1.57,-1.72,1
98001,137,0.00,-10.04,20.00,INTERNAL TEMP,26.69,76.19,-144.38,0.12,0.01,-0.05,-0.01,-0.01,-0.03,9.50,1.34,-1.93,9.52,1.36,-1.90,1
98643,138,0.00,-10.04,20.00,INTERNAL TEMP,27.94,75.69,-144.38,-0.10,-0.01,0.00,-0.09,-0.04,0.07,9.40,1.36,-1.89,9.50,1.40,-1.96,1
99283,139,0.00,-10.04,20.00,INTERNAL TEMP,26.94,76.69,-143.00,0.03,0.04,-0.04,-0.12,-0.02,-0.03,9.42,1.33,-1.83,9.54,1.35,-1.79,1
